label,id,date,stuff,name,text
"0","2186743827","Mon Jun 15 19:16:26 PDT 2009","NO_QUERY","mmconner","Ofcourse &quot;Midnight in the Garden of Good and Evil&quot; is on tonight. We would've had a private tour of Mercer House.  Maybe in August."
"0","2049455850","Fri Jun 05 16:54:45 PDT 2009","NO_QUERY","arielvegamakeup","On my way to Buffalo, NY. Not an exciting weekend "
"4","2013360300","Tue Jun 02 22:29:31 PDT 2009","NO_QUERY","mynameisraj","downloading flight control 1.2 "
"0","2257568844","Sat Jun 20 14:32:41 PDT 2009","NO_QUERY","TheRealEevie","@MesaTime I stay alone most of the time "
"4","1833791610","Mon May 18 00:28:32 PDT 2009","NO_QUERY","kasey79","@LuvinDanny4Ever good night, I am right behind you "
"0","2224911732","Thu Jun 18 10:05:00 PDT 2009","NO_QUERY","SlouchyPants","@Stitch_K  That would've been rad "
"0","2032564836","Thu Jun 04 11:26:30 PDT 2009","NO_QUERY","bshredz","I miss casey "
"0","1677679007","Sat May 02 03:23:34 PDT 2009","NO_QUERY","claudiosalas","pollen is not nice to me  but I found a nice picture on som http://tinyurl.com/dhj6xw"
"4","2045381905","Fri Jun 05 10:38:42 PDT 2009","NO_QUERY","andreagorman","Gym time! Can't wait to party it up later "
"0","1992658516","Mon Jun 01 09:06:47 PDT 2009","NO_QUERY","TexasGirlErin","@RGreenberg Hey! Saw the post about people finding ST confusing  Guess I better get to WordCamp and inform! Still grabbing wine soon?"
"4","2178885968","Mon Jun 15 08:20:40 PDT 2009","NO_QUERY","KnightRid","@jcruz sweet - guess they dont knwo about &quot;proxies&quot; yet, huh "
"0","2203993590","Wed Jun 17 01:02:57 PDT 2009","NO_QUERY","sheppo287","no ash though  by the look of it"
"4","1962940731","Fri May 29 11:57:33 PDT 2009","NO_QUERY","_TaylorRenae","busyyy weekend. partying cause its summer!  graduation on sunday &amp;&amp; bro's party. txt it "
"0","2049996545","Fri Jun 05 17:52:43 PDT 2009","NO_QUERY","iLoveDemiSelena","@RobDockerty sorry dude. been busy. finals week starts on Monday. I shouldn't even be on here right now "
"0","2220955054","Thu Jun 18 04:22:23 PDT 2009","NO_QUERY","poisonbullet","i forgot my phone AND my purse today  so no txts or food for me "
"4","1556742723","Sun Apr 19 00:07:59 PDT 2009","NO_QUERY","just_catherine","Heading to bed.. Night tweeps "
"0","1678378087","Sat May 02 06:30:40 PDT 2009","NO_QUERY","japhun","is planning on a great night tonight...too bad Kemal can't come!   I hate jagaaaa!"
"0","2180622370","Mon Jun 15 10:43:13 PDT 2009","NO_QUERY","taptation","Our apologies to all beta testers. We realized it was virtually impossible to compile for 2.x "
"4","2054470484","Sat Jun 06 07:25:25 PDT 2009","NO_QUERY","jananda","@velucene I still have my extra-small brass rat, which is still larger than any other ring I own &amp; wear it on nerdy occasions "
"4","2191325838","Tue Jun 16 05:02:11 PDT 2009","NO_QUERY","captainplanet93","@evAllTimeLow i met them at soundwave  they did signings"
"4","1970681465","Sat May 30 04:49:37 PDT 2009","NO_QUERY","SSM2007","Another Beta released, more tests, more Beta Testers suggestions coming in "
"4","1880133227","Fri May 22 00:12:12 PDT 2009","NO_QUERY","sergiarodillo","i love facebook! "
"0","2263256038","Sun Jun 21 00:20:18 PDT 2009","NO_QUERY","kattomochan07","is sad.  http://plurk.com/p/12m3ml"
"0","2175084501","Mon Jun 15 00:02:50 PDT 2009","NO_QUERY","Rary","@victoriapop charm will not work against tyrants  #iranElection"
"4","2052997323","Sat Jun 06 02:51:47 PDT 2009","NO_QUERY","19c816tf9227","@elaine_11 Hey!  Vote for @TomFelton! He's currently in 3rd place! http://bit.ly/votetom spead the word! Vote as many times as you can "
"4","1999569186","Mon Jun 01 20:26:52 PDT 2009","NO_QUERY","j3im3","oh she thinks she's so hot. plus her bf looks like shit. hahaha "
"4","1559291007","Sun Apr 19 10:45:25 PDT 2009","NO_QUERY","Ingvild1211","@_MoisesArias yay!!! I absolutetutely can't wait!! Haha &quot;absolultetutely&quot; "
"4","1957403459","Fri May 29 00:23:37 PDT 2009","NO_QUERY","belindaang","@willyfoo Hey Willy... thanks ya! Return you the favor shortly. "
"4","2053434924","Sat Jun 06 04:32:37 PDT 2009","NO_QUERY","varunjain1991","Up so early for graduation "
"0","2264227535","Sun Jun 21 03:11:13 PDT 2009","NO_QUERY","rfcarney","just finished short spin in the gentle midsummer's drizzle...I do seem to get wet on the bike with unusual frequency this year "
"0","1760143122","Sun May 10 20:46:18 PDT 2009","NO_QUERY","chaitra_","ugh; i hate when other people disappoint me. "
"0","2254026181","Sat Jun 20 09:06:48 PDT 2009","NO_QUERY","liquidblueeyes","@Yuifan16 Awww, well damn... I was going to try and get  more out of you since you were already there getting his underwear.... "
"4","2051142502","Fri Jun 05 19:56:28 PDT 2009","NO_QUERY","Claire_BX","gonna stay in tonight and lay in bed and watch movies "
"0","1833438317","Sun May 17 23:17:09 PDT 2009","NO_QUERY","faelovesnickj","Getting up for school now  why duz it hav 2 b so early!!"
"4","2054363817","Sat Jun 06 07:11:14 PDT 2009","NO_QUERY","petiteandchic","good morning  i had the scariest dream last night about the joker"
"0","1695434752","Mon May 04 06:07:39 PDT 2009","NO_QUERY","i8urcookie","Not working out today or going to work. I'm so effing sick "
"4","1971270365","Sat May 30 06:41:01 PDT 2009","NO_QUERY","HerbalClinic","Aah. Finally got the TV, chairs and chilled drinks ready and now relaxing in the garden watching the Final. (Cheers Simon  )"
"4","2178621424","Mon Jun 15 07:58:12 PDT 2009","NO_QUERY","ruships","@animesh1988 from you? Hmm id guess about 3 a day, for every day from the Christmas of 1975 "
"0","1677569465","Sat May 02 02:47:43 PDT 2009","NO_QUERY","benners79","The pigeon... didn't make it  RIP pigeon."
"4","1693698422","Sun May 03 23:27:02 PDT 2009","NO_QUERY","AnnaRoseDuterte","Twitter, a place for people to get into Twitting eventhough they said its stupid. HAHAH! Muahhh BABY!! "
"4","2017542900","Wed Jun 03 08:33:40 PDT 2009","NO_QUERY","calvinfleming","@edsalvato Heard you on Best of Derrick &amp; Romaine on @OutQ last night.. Now, I want to go to Puerto Vallarta! "
"0","2234171257","Thu Jun 18 22:33:26 PDT 2009","NO_QUERY","EvaLouwen","@nielsriethorst Having a fav one is impossible  I've played too much nommy ovet the last few decades XD But possibly.. FF6 or FF7 :o"
"0","2196506136","Tue Jun 16 12:33:46 PDT 2009","NO_QUERY","Vickster9125","miss my mom and my dog  a little homesick UGH!"
"0","1468426131","Tue Apr 07 01:35:43 PDT 2009","NO_QUERY","AyshieMarie","ugh why did my mum wake me up so early!! 8:45 geesh! I NEED SLEEP! And @princessnadys...there is noth  awww "
"4","2002832366","Tue Jun 02 05:16:13 PDT 2009","NO_QUERY","tcouto","@yeesha actually, I think that Galaxy is better than any other 2D Mario game. But I trust that team for whatever they announce today "
"4","1970132719","Sat May 30 02:35:16 PDT 2009","NO_QUERY","ballerinacaitee","@mentormadness ok thank you "
"0","2017163214","Wed Jun 03 07:57:35 PDT 2009","NO_QUERY","1732","Unlimited interner started and I'm reaching Mumbai on 7th "
"0","2262764926","Sat Jun 20 23:11:06 PDT 2009","NO_QUERY","im_simplyshane","Feels like somebody beat me up... laying down til I knock out. "
"4","2014491937","Wed Jun 03 01:42:44 PDT 2009","NO_QUERY","jhien","I meant manicures... Gross haha dont wanna touch their feet "
"4","2053869311","Sat Jun 06 05:56:45 PDT 2009","NO_QUERY","juliannex18","working til 2 then watching the boys match then grad parties all night! "
"0","1559387990","Sun Apr 19 11:00:34 PDT 2009","NO_QUERY","CynthiaBuroughs","@enterskyland Im getting bored of Twitter, nobody replies, this only seems like a pit of crocodiles, huge mouths and no ears "
"4","1557258167","Sun Apr 19 02:58:46 PDT 2009","NO_QUERY","TanjaHeikkila","@macarios I love it too  Thanks and enjoy your Sunday!"
"4","2191294550","Tue Jun 16 04:58:11 PDT 2009","NO_QUERY","BoutiqueKarma","@PaperCakes I'll get back to you on that really quickly "
"4","2061267117","Sat Jun 06 20:30:57 PDT 2009","NO_QUERY","MattReeves17","@FLMedic2182 I'm glad.  I got someone to finally subscribe who shall go nameless *cough*taka*cough* because of the cliffhanger ending.lol"
"0","2204198504","Wed Jun 17 01:34:53 PDT 2009","NO_QUERY","the_ditzy_one","home from work....and its cold "
"0","1933181949","Tue May 26 23:12:36 PDT 2009","NO_QUERY","KylieMalchus","@GrannyBUSBY apparently somewhere in our state!! Lol I didn't know anything about it though  DANG IT!! lol"
"4","1685324425","Sat May 02 23:54:51 PDT 2009","NO_QUERY","smartbrain","@sajal We will know come 25th May "
"4","1955999937","Thu May 28 21:00:07 PDT 2009","NO_QUERY","PRMurphy147","@Bl4ckW0lf I think you're good. No surfin' while intoxicated or naked statutes (yet) that I'm aware of. "
"4","1957347147","Fri May 29 00:13:29 PDT 2009","NO_QUERY","MicheMcHugh","looking forward to tomorrow "
"4","1993164623","Mon Jun 01 09:56:11 PDT 2009","NO_QUERY","BuzztimeGirl","Happy Monday, Tweeples. Hope everyone is relaxed and ready to take on the week "
"4","1834080544","Mon May 18 01:33:12 PDT 2009","NO_QUERY","camillee26","Isn't it funny when you hang out w/ someone you haven't seen in a while &amp; can't stop thinking about them for hella days?  Hehe! "
"0","2209458941","Wed Jun 17 10:24:48 PDT 2009","NO_QUERY","PhiStu","blood transfusions and biopsies, oh my "
"4","2191102419","Tue Jun 16 04:31:31 PDT 2009","NO_QUERY","KatySonia","@imnotapornstar YES those pens are AWESOME!!! Yay "
"0","1685974559","Sun May 03 03:04:42 PDT 2009","NO_QUERY","xxsabina","not as good weather today as yesterday, but it still warm. So i shouldn't complain ;) School tomorrow so i guess i have to study and so.. "
"4","1972064699","Sat May 30 08:29:16 PDT 2009","NO_QUERY","jessie__","i am now so tired and i kinda needa pee... goodnight "
"0","2072070053","Sun Jun 07 20:20:58 PDT 2009","NO_QUERY","youngkris","@JuiiCyeffBaby "
"4","2175562429","Mon Jun 15 01:20:25 PDT 2009","NO_QUERY","Faniel","@acacetus_uk omg....and this is why i love Robert Pattinson  im so tired today i had oliver trying to spoon me this morning lol, nd sleep"
"0","2230449190","Thu Jun 18 17:07:44 PDT 2009","NO_QUERY","acrylicana","@captainsharmie ooh! super violent. I'm sorry to hear that "
"0","2057835726","Sat Jun 06 13:45:12 PDT 2009","NO_QUERY","necol66","Got a story rejection "
"4","1882996772","Fri May 22 07:50:17 PDT 2009","NO_QUERY","KristenLC14","cutting the ties, drinkin the starbizzle, watchin my babe sleep, listening to 15 step by radiohead... relieved. "
"4","2062795367","Sun Jun 07 00:19:31 PDT 2009","NO_QUERY","_WhittleS_","saw soooo many random celebs 2nite....in addition 2 some of my fav prophytes. always a good time wit big tiggs! "
"0","1693974677","Mon May 04 00:31:50 PDT 2009","NO_QUERY","diiilxia","@DavidArchie watch this http://twitpic.com/4j8su  please reply  love u"
"4","1990482671","Mon Jun 01 04:59:31 PDT 2009","NO_QUERY","rajeevrr4u","Preparing for my 1st day of Gym in India he he "
"0","2326175913","Thu Jun 25 06:39:53 PDT 2009","NO_QUERY","whatsvickydoing","I've been waiting my whole life for tomorrow night. It's a shame, 'cause it's pretty much impossible for it to live up to my expectations "
"4","2014705343","Wed Jun 03 02:24:49 PDT 2009","NO_QUERY","mechanicalomega","New chaser tonight  so sick of the cold!!!!"
"0","2189512172","Tue Jun 16 00:12:28 PDT 2009","NO_QUERY","Chrystal_Lynn","My tummy hurts "
"4","1556629473","Sat Apr 18 23:37:59 PDT 2009","NO_QUERY","LegitSushii","Is going to bedddd btw this is a nice quote check the attached pic if you can  http://twitpic.com/3l19b"
"0","1982557929","Sun May 31 11:26:55 PDT 2009","NO_QUERY","LenoreHuynh","I wanted to join them and the Lambo crew on the Lambo drive today in Santa Monica but cant..  Gotta stay home and handle my shitt!"
"4","2189877215","Tue Jun 16 01:08:45 PDT 2009","NO_QUERY","alizeefans","is wacthing alizee en concert 2004 "
"4","2177051781","Mon Jun 15 05:20:47 PDT 2009","NO_QUERY","funkybutt","Meeting someone tonight so she can show me how to read crochet patterns. Lots of cute amigurumi to make for the baby. "
"4","2180047687","Mon Jun 15 09:56:27 PDT 2009","NO_QUERY","JonasFiel","My latest CD acquisitions, got these via Brother in Law   Black Eye Peas - Boom Boom Pow from The E.N.D  #mu... ♫ http://blip.fm/~89kcj"
"4","1968199708","Fri May 29 20:57:28 PDT 2009","NO_QUERY","Advocate4Change","I just need each of my followers to visit my blog 500 times each day in order to compete w/ @EdMorrissey and @allahpundit ! C'MON!  #tcot"
"4","2061133493","Sat Jun 06 20:14:43 PDT 2009","NO_QUERY","Nejiniisan","Whoot got some pics of Neko Kaito today, now I might actually get to draw "
"0","1995504751","Mon Jun 01 13:35:49 PDT 2009","NO_QUERY","jman0305","feeling kinda sad... don't know if i really want to do anything today.... "
"4","1882029176","Fri May 22 06:05:12 PDT 2009","NO_QUERY","LizzyJ101","@bobbyedner That would be Zero "
"4","1956420858","Thu May 28 21:50:31 PDT 2009","NO_QUERY","Stargate_Addict","@ensredshirt @tehkimber Indeed to the whole discussion. "
"0","1991718497","Mon Jun 01 07:32:31 PDT 2009","NO_QUERY","QueenBxoxo","@xbllygbsn ooo ;). what site? lol :$. i need some new clothes... asos is amazing, but the stuff i wants way too much  :$ lol"
"0","2221636744","Thu Jun 18 05:44:54 PDT 2009","NO_QUERY","Timneal100","bored, and need a haircut  might go skate soon"
"4","2176767885","Mon Jun 15 04:42:26 PDT 2009","NO_QUERY","ShanteCurtis","@ThiagoAcquaviva Yup,that's the BEST thing. hehe  Thanks brasi,you have a great day too! ;)"
"4","1961864833","Fri May 29 10:09:38 PDT 2009","NO_QUERY","CarolynRSweas","@JonathanRKnight What's w/ Perez? Isn't the idea of life to let people live theirs? A-way, enjoy Cali for me too plz...i miss it alot! "
"0","2066840564","Sun Jun 07 11:16:06 PDT 2009","NO_QUERY","miss_america_45","wow i never wanted to go home this badd beforee. "
"0","2220726995","Thu Jun 18 03:49:40 PDT 2009","NO_QUERY","jakemessenger","@futurowoman @jerseymaids I wonder if changing your password will kill off this spammer. Not fair on you both "
"4","1694309666","Mon May 04 02:02:09 PDT 2009","NO_QUERY","Jazzable","@Zingtoh Who knows, maybe someday you'll come home and find... *gasp* DINNER in your FRIDGE! "
"4","2175050732","Sun Jun 14 23:57:58 PDT 2009","NO_QUERY","AlexandraaMegan","Having a very hilarious and awesome conversation with a great friend, no duh. "
"4","2065298382","Sun Jun 07 08:18:27 PDT 2009","NO_QUERY","jtrujillo_","tired, dont know what to do today . text me ! byee "
"4","1754096448","Sun May 10 04:57:43 PDT 2009","NO_QUERY","tinnion","@BenjaminEllis haha yes.  I have said on here many times on here that I should be going to confession too "
"4","2187663353","Mon Jun 15 20:37:00 PDT 2009","NO_QUERY","leslieerinw","Had fun tonight with Cody, Sam, Austin, Bobby, &amp; Katie "
"0","2223648292","Thu Jun 18 08:32:23 PDT 2009","NO_QUERY","missdud","Good Morning/Afternoon my tweeps! Back at work today "
"0","1984491093","Sun May 31 15:12:38 PDT 2009","NO_QUERY","jordanmuise","@xmyangz me too, Mimio..... me too   "
"4","2053631168","Sat Jun 06 05:12:27 PDT 2009","NO_QUERY","missmegziie","hi i'm new to twitter.com "
"0","1882504436","Fri May 22 06:59:40 PDT 2009","NO_QUERY","lintangphp","jealous with them "
"0","1677360530","Sat May 02 01:40:47 PDT 2009","NO_QUERY","eleanorng","@cheem no wei! she was admiring her face, then her tummy then her nonexistent curves. it was gross "
"0","1972950583","Sat May 30 10:11:32 PDT 2009","NO_QUERY","vanhuynhn","Why did I wake up so early  Watching TV."
"0","1979454438","Sun May 31 03:07:00 PDT 2009","NO_QUERY","babygirl1300","Tryin to sleep but can't  "
"4","1755640874","Sun May 10 09:39:19 PDT 2009","NO_QUERY","llamammama","But the PRIZE for most OBSCURE M.'s Day GIFT goes to @MichaelWittighttp://twitpic.com/4x86g ! WOW She's GOTTA LOVE THAT! "
"0","1467856044","Mon Apr 06 22:31:35 PDT 2009","NO_QUERY","EcoTravelTV","Crazy wind today = no birding  http://ff.im/1XTTi"
"4","1977809491","Sat May 30 21:45:34 PDT 2009","NO_QUERY","mandermint","@rawwksaan just got home from work super long day finished off with a couple of martinis and now drinking wine "
"4","1694626108","Mon May 04 03:27:54 PDT 2009","NO_QUERY","gilmore_junkie","watchin Gilmore Girlz "
"4","1933125365","Tue May 26 23:03:47 PDT 2009","NO_QUERY","Tanja71","@macaholic13 Moin Tatjana "
"0","1556977696","Sun Apr 19 01:20:03 PDT 2009","NO_QUERY","irvb","Powerpoint on a Sunday morning "
"4","1989146749","Mon Jun 01 00:30:08 PDT 2009","NO_QUERY","KevinEdwardsJr","@msdaja09 if you like 2 laugh..have a good time..follow me..its just that simple "
"0","2015564611","Wed Jun 03 04:59:37 PDT 2009","NO_QUERY","dangsallydang","@tobiethecat mm thats the one thing that sucks . remeber how i was feeling all shitty and sick today. well im relly sick "
"4","1681102450","Sat May 02 13:13:10 PDT 2009","NO_QUERY","KatieGermany","@ijustine Oh please dont punch me ....    "
"4","1677907003","Sat May 02 04:36:43 PDT 2009","NO_QUERY","Lifestyle_gifts","@thecreativepenn just wanted to let you know i enjoy your blogs and tweets "
"4","1883557503","Fri May 22 08:44:31 PDT 2009","NO_QUERY","CapellaMarket","Thanks @samuelrutldge  #followfriday"
"4","1468835121","Tue Apr 07 03:59:03 PDT 2009","NO_QUERY","StarrGazr","@Tojosan Good Morning Todd! "
"4","2067030973","Sun Jun 07 11:37:19 PDT 2009","NO_QUERY","twitt_Fresh09","woke up.. to breakfast in bed!!... how lovely is that!!? "
"0","1827653385","Sun May 17 11:09:54 PDT 2009","NO_QUERY","ADJonesII","@scarnes yep u got&gt;&gt; GRRR at GA... "
"0","2039936982","Thu Jun 04 23:11:30 PDT 2009","NO_QUERY","solinaa","happy birthday sally.. "
"0","1994559798","Mon Jun 01 12:06:24 PDT 2009","NO_QUERY","brooke437","thinks it is amazing how slow time can pass sometimes.. especially after lunch. "
"0","2064669579","Sun Jun 07 06:52:51 PDT 2009","NO_QUERY","gangtapes","@darthvaderkid i like the metallic polariod, damn but its 195bucks  so ex"
"4","2062732558","Sun Jun 07 00:07:20 PDT 2009","NO_QUERY","pattyvillalba","I'm ready to sleep.   Hope tomorrow find my answers"
"4","1557615868","Sun Apr 19 05:08:23 PDT 2009","NO_QUERY","KeziaLyla","yaay..new acc "
"0","1833595427","Sun May 17 23:48:06 PDT 2009","NO_QUERY","Maladjusted_grl","can't sleep like always... darn insomnia... "
"0","1976929804","Sat May 30 19:36:12 PDT 2009","NO_QUERY","jovanvan","damn my whole body is sore  but today was an interesting day"
"0","2072377816","Sun Jun 07 20:54:42 PDT 2009","NO_QUERY","emilyaugust","Also heard from a new friend that my old music professor at Monmouth is not doing so well.  My prayers are with you, Ron.  "
"0","1956965956","Thu May 28 23:09:01 PDT 2009","NO_QUERY","EliZaBeTh792","ugh. Having some pain in the abdomin area again. Not cool! "
"4","2183930682","Mon Jun 15 15:10:51 PDT 2009","NO_QUERY","tweeteradder2","@kendraishere Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip "
"0","2065812882","Sun Jun 07 09:20:25 PDT 2009","NO_QUERY","ashleyxtrashy","Lol. Idk. It hurt me.  stupid bug."
"0","1956946525","Thu May 28 23:05:56 PDT 2009","NO_QUERY","eidismile","@Ayna89 Yes, unfortunate its is school. Though we have nothing useful to do there...irritating. Wasting precious time on nothing "
"4","1551939060","Sat Apr 18 10:21:58 PDT 2009","NO_QUERY","misshoneyb","sooo freakin GORGEOUS outside today! "
"4","2174722593","Sun Jun 14 23:10:04 PDT 2009","NO_QUERY","theanolos","baby shower today. i got allayna marie hello kitty socks, clothes, a giraffe blanket, and wash clothes. frckn awesome "
"0","2200857471","Tue Jun 16 19:28:15 PDT 2009","NO_QUERY","kakiser56","going to bed, and my new iPhone is still in the 'Prepared for Shipment' state.  perhaps the morning will bring the magic shipped email"
"4","1979573626","Sun May 31 03:37:54 PDT 2009","NO_QUERY","terileablews","@ashomem nighty night "
"4","2070540976","Sun Jun 07 17:52:45 PDT 2009","NO_QUERY","SamuraiKnitter","Oh goodie. Something to look forward to.  Thanks, everyone."
"4","1882620942","Fri May 22 07:11:49 PDT 2009","NO_QUERY","crazehkitteh","LOL, thx to @tyefighter, I'm gonna be wearing cake-pants tomorrow.@britswitch:FAR better than M&amp;S 1p smalls "
"4","2058365370","Sat Jun 06 14:47:40 PDT 2009","NO_QUERY","marco1475","@nextepisodenet KB: Now thanks to you I have to watch B5 too. And congrats on guessing &quot;gley&quot; as Mystery G-Word "
"0","1564243804","Mon Apr 20 02:30:58 PDT 2009","NO_QUERY","chroko","@fiveinchpixie Yay Dexter! It's a great show. Only bad thing is the wait between DVD releases.. "
"0","1677890941","Sat May 02 04:31:45 PDT 2009","NO_QUERY","__Joannee__","@mingaloon kissy kiss. im bored  i miss you.... study fasterr!! he he"
"4","1824526548","Sun May 17 01:45:59 PDT 2009","NO_QUERY","flahlah","live long &amp; prosper "
"4","1573493828","Tue Apr 21 01:26:05 PDT 2009","NO_QUERY","twtr_gator","@CoachDeb When you send my signed copy and only if it is as great as your tweets then it will become my recommended reading for tweeps "
"0","1557617160","Sun Apr 19 05:08:48 PDT 2009","NO_QUERY","xJESSCH","-doesn't have anything to smoke anymore- "
"0","2234475737","Thu Jun 18 23:07:34 PDT 2009","NO_QUERY","aco4th","i hate it! now that everybody seems to love it!  http://plurk.com/p/122zmk"
"0","2229237837","Thu Jun 18 15:27:50 PDT 2009","NO_QUERY","jsnfrmn","Krod Mandoon was brilliant again tonight. No sexy dance from Aneka though this week  haha"
"0","1752616412","Sat May 09 22:26:16 PDT 2009","NO_QUERY","Yazz_a_Bella","I done missed Wezzy on my B-day...if this aint some shit!!!  , so you couldn't have put him on the flyer though?"
"4","1979840275","Sun May 31 04:43:06 PDT 2009","NO_QUERY","paranoid_","ah i love the sun and the @JonasBrothers and @Mileycyrus ahhh! princess protection programe 19th june  xx"
"4","1679948479","Sat May 02 10:33:06 PDT 2009","NO_QUERY","itsmaricar","http://tinyurl.com/dz5z2v ---I LOVEEEE TAYLOR'S NEW MUSIC VIDEO! it's sooo cuteee "
"0","2187460048","Mon Jun 15 20:18:50 PDT 2009","NO_QUERY","Lazlow","Oh man, too late with that one "
"4","1681067425","Sat May 02 13:08:23 PDT 2009","NO_QUERY","kat_cook","painting my room with kyle "
"4","1970569628","Sat May 30 04:23:32 PDT 2009","NO_QUERY","n_g_r","Hitjes voor in de zon: http://tr.im/lidj Big up for @lincolndj, Thank you "
"4","1978161816","Sat May 30 22:35:46 PDT 2009","NO_QUERY","EmmaE2K","@cherrymartinez Lock it in sis, @1stladyel we taking over "
"0","1981545563","Sun May 31 09:22:48 PDT 2009","NO_QUERY","boyjola","grrrrrrr.. missing the past... "
"0","1833373379","Sun May 17 23:05:09 PDT 2009","NO_QUERY","kspe7093","On my way to bed and I'm missing the company of my daughter. "
"0","2061390639","Sat Jun 06 20:46:11 PDT 2009","NO_QUERY","kjyc08","@maelene nope. "
"4","1973933088","Sat May 30 12:06:56 PDT 2009","NO_QUERY","Silenthummer","@samfarrar you should do a show in NYC so I can go watch "
"0","2295871514","Tue Jun 23 08:28:54 PDT 2009","NO_QUERY","pyry","@ethanp Also, re: prova och pröva. Do you have a Swedish etymological dictionary? Looking in Old Norse dictionary lead to nothing useful "
"0","1963394955","Fri May 29 12:39:31 PDT 2009","NO_QUERY","tocotronica","God, I'll miss my bf so fuckin' much!  It's only 2 months now *sn�ff*"
"4","1978427699","Sat May 30 23:19:31 PDT 2009","NO_QUERY","JustinBelson","I am exhausted but that was really fun. I love all the fans and friends who came out tonight!  you guys rock! I LOVE SBR AND MERCY! NIGHT!"
"4","2051353145","Fri Jun 05 21:46:01 PDT 2009","NO_QUERY","madeofmilk","madeofhoney1 until i keep getting d/c. how was trabajo? did u make it home safely? did u finish ur secret thing? "
"4","1881020141","Fri May 22 03:19:24 PDT 2009","NO_QUERY","marcelekkel","@dda curry....with some cheap indian whisky in chunking mansion "
"4","1564605245","Mon Apr 20 04:14:12 PDT 2009","NO_QUERY","jturnbull","@arusbridge No, found the vid on Waxy.org. Having run up all the places as a kid makes it much more impressive though "
"4","1969397510","Fri May 29 23:54:41 PDT 2009","NO_QUERY","dunyapetrovic","@seankingston come to canada please "
"0","1688893365","Sun May 03 12:09:32 PDT 2009","NO_QUERY","Hmarie2003","@djdmarie Oh Me too! Gracie and I are stuck inside, when we could be out playing in the sunshine! "
"0","2063877717","Sun Jun 07 04:25:38 PDT 2009","NO_QUERY","ashleynewbanks","laying in bed pretty torn up about some stuff trying to sleep and not let it get to me. "
"0","2047807796","Fri Jun 05 14:12:41 PDT 2009","NO_QUERY","Kerikpluv","@jeromebaker3rd Sure do....I like to save others from the unGodly. Noone saved me "
"0","2244545735","Fri Jun 19 14:53:23 PDT 2009","NO_QUERY","c_rockphilly","@questlove damn, Sad year for Philly sports broadcasting. First Harry, now Gary "
"0","1970565911","Sat May 30 04:22:37 PDT 2009","NO_QUERY","littledevil84","@Nettofabulous Was it around half 4? I remember it was getting light. "
"4","2177660816","Mon Jun 15 06:29:29 PDT 2009","NO_QUERY","rockfordmc","So proud if you class of 2010, I mean 2009. "
"0","2056848837","Sat Jun 06 11:54:38 PDT 2009","NO_QUERY","lisaben22","people r complicated......... u think everythings fine but then u remember this is life not a happy ever after fairy tale "
"4","2059714099","Sat Jun 06 17:29:22 PDT 2009","NO_QUERY","josiecat85","chillin out at my parents house "
"4","2062746091","Sun Jun 07 00:09:54 PDT 2009","NO_QUERY","amy_lopes","bed time, bed time. 4:00am and i'm still at the phone with maria fernanda. ps: we're talking since 22:00pm "
"0","2069039872","Sun Jun 07 15:09:13 PDT 2009","NO_QUERY","KingCocoaWyatt","my best friend just went to sleep.  I'm sooooooo depressssed now."
"4","2003095529","Tue Jun 02 05:52:10 PDT 2009","NO_QUERY","JessiKay22","@lynlee4 @Kalanna Thanks  I feel better today...new day, fresh start!"
"0","1985985059","Sun May 31 18:08:22 PDT 2009","NO_QUERY","StacyPaige507","Poor bunny disappeared.  I hope he is okay. Go eat the food I left out for you Mr. bunny sir. Augh - so sad."
"4","1983484589","Sun May 31 13:14:44 PDT 2009","NO_QUERY","Cynyma","About to watch terminator  finally!"
"0","1558071984","Sun Apr 19 07:09:43 PDT 2009","NO_QUERY","xlovex16","tired. feel like going back to sleep. "
"4","1883284279","Fri May 22 08:18:19 PDT 2009","NO_QUERY","dolcelaalaa","@ChrisJervis well gotta say sounding like uve really applied urself  feel like a proud mother saying that LOL U shld have sum gd grades"
"4","2062876799","Sun Jun 07 00:35:52 PDT 2009","NO_QUERY","SiaLikeWhoa","@reallylori they're supposed to have limited walk up seats available at the window for $25 before each show. I don't wanna go alone! "
"4","2014347897","Wed Jun 03 01:13:53 PDT 2009","NO_QUERY","anabelleaaa","UPPPP THE MAROONS  qld repppp"
"0","2240121076","Fri Jun 19 09:21:55 PDT 2009","NO_QUERY","joshjs","@bananza Me too, but they're sold out. "
"0","2190307254","Tue Jun 16 02:21:09 PDT 2009","NO_QUERY","mobbsey","@cnapi5  Crunch time"
"0","2234701988","Thu Jun 18 23:34:23 PDT 2009","NO_QUERY","xCONN182x","Morning! Long day of school "
"0","2071512647","Sun Jun 07 19:31:05 PDT 2009","NO_QUERY","hayley9214","awhh, he left me (?) he really WAS the only reason i was still on facebook "
"0","1965590430","Fri May 29 16:11:23 PDT 2009","NO_QUERY","bradenwalker","feeling better. drugs are awesome! sad waste of a 3 day weekend! "
"4","2183175034","Mon Jun 15 14:08:49 PDT 2009","NO_QUERY","iAmBooM","@FaBeSoCoOL actually I dnt have any major plans so I'm good... Prob going to go home... Embrace the rain &amp; make it a movie nite "
